experiment_number,num_students,num_schools,capacities,capacities_generated,num_capacities,num_repeats_profiles,num_repeat_sampler,epsilon,num_manipulations,algorithm,k,probabilities,utilities,average_utility,average_percentage_manipulators,average_percentage_unassigned_students,average_number_manipulations
9.0,15,4,[4 6 4 1],True,5,10,100,0.02,3,gs,3,"[[0.269 0.387 0.278 0.049 0.017]
 [0.362 0.346 0.23  0.029 0.033]
 [0.087 0.491 0.336 0.08  0.006]
 [0.396 0.336 0.216 0.014 0.038]
 [0.288 0.408 0.235 0.042 0.027]
 [0.102 0.484 0.312 0.091 0.011]
 [0.308 0.364 0.277 0.035 0.016]
 [0.301 0.395 0.237 0.042 0.025]
 [0.298 0.392 0.248 0.035 0.027]
 [0.1   0.467 0.341 0.079 0.013]
 [0.339 0.362 0.245 0.033 0.021]
 [0.242 0.422 0.285 0.04  0.011]
 [0.263 0.404 0.263 0.047 0.023]
 [0.305 0.381 0.251 0.041 0.022]
 [0.34  0.361 0.246 0.025 0.028]]","[0.29418035 0.31554271 0.2781849  0.33393961 0.30377459 0.26943764
 0.3073975  0.31202194 0.29957967 0.26388084 0.30633764 0.29918258
 0.30061922 0.30770708 0.31721698]",0.3006002172421001,46.666666666666664,2.1199999999999997,7.0
9.0,15,4,[4 6 4 1],True,5,10,100,0.02,3,gs,4,"[[0.243 0.409 0.276 0.072 0.   ]
 [0.285 0.379 0.268 0.068 0.   ]
 [0.266 0.387 0.283 0.064 0.   ]
 [0.295 0.376 0.274 0.055 0.   ]
 [0.275 0.405 0.252 0.068 0.   ]
 [0.269 0.396 0.275 0.06  0.   ]
 [0.265 0.378 0.292 0.065 0.   ]
 [0.26  0.424 0.255 0.061 0.   ]
 [0.271 0.404 0.262 0.063 0.   ]
 [0.269 0.394 0.267 0.07  0.   ]
 [0.263 0.407 0.25  0.08  0.   ]
 [0.248 0.406 0.273 0.073 0.   ]
 [0.271 0.413 0.247 0.069 0.   ]
 [0.259 0.413 0.262 0.066 0.   ]
 [0.261 0.409 0.264 0.066 0.   ]]","[0.27529839 0.29451718 0.28506065 0.30206733 0.28716634 0.28119378
 0.28209847 0.29334544 0.29024576 0.27693854 0.2901578  0.28457178
 0.28119335 0.28556775 0.29889215]",0.28722098023921366,0.0,0.0,0.0
9.0,15,4,[3 9 1 2],True,5,10,100,0.02,3,boston,4,"[[0.207 0.603 0.057 0.133 0.   ]
 [0.185 0.59  0.069 0.156 0.   ]
 [0.209 0.575 0.081 0.135 0.   ]
 [0.192 0.604 0.071 0.133 0.   ]
 [0.205 0.599 0.062 0.134 0.   ]
 [0.181 0.624 0.06  0.135 0.   ]
 [0.205 0.613 0.058 0.124 0.   ]
 [0.195 0.613 0.078 0.114 0.   ]
 [0.201 0.591 0.076 0.132 0.   ]
 [0.2   0.592 0.068 0.14  0.   ]
 [0.209 0.593 0.069 0.129 0.   ]
 [0.187 0.625 0.055 0.133 0.   ]
 [0.203 0.584 0.074 0.139 0.   ]
 [0.216 0.596 0.058 0.13  0.   ]
 [0.205 0.598 0.064 0.133 0.   ]]","[0.28156116 0.27084941 0.28692518 0.28441455 0.29394459 0.29842094
 0.29880537 0.28622781 0.27268713 0.280863   0.3002758  0.28967238
 0.27979629 0.27659737 0.2741637 ]",0.28501364551325575,0.0,0.0,0.0
9.0,15,4,[3 9 1 2],True,5,10,100,0.02,3,gs,1,"[[0.083 0.814 0.    0.    0.103]
 [0.128 0.624 0.1   0.    0.148]
 [0.178 0.557 0.2   0.    0.065]
 [0.356 0.449 0.    0.    0.195]
 [0.129 0.725 0.    0.    0.146]
 [0.246 0.636 0.    0.    0.118]
 [0.152 0.714 0.    0.    0.134]
 [0.227 0.528 0.1   0.    0.145]
 [0.073 0.642 0.2   0.    0.085]
 [0.213 0.538 0.1   0.    0.149]
 [0.263 0.544 0.    0.    0.193]
 [0.128 0.711 0.    0.    0.161]
 [0.285 0.54  0.    0.    0.175]
 [0.185 0.544 0.1   0.    0.171]
 [0.354 0.434 0.    0.    0.212]]","[0.2969253  0.2772658  0.33261575 0.36207172 0.30661405 0.31366481
 0.30355291 0.29295582 0.28341025 0.30601433 0.29547697 0.27466847
 0.30948935 0.27599134 0.28681235]",0.3011686143509786,72.00000000000001,14.666666666666666,11.6
9.0,15,4,[3 9 1 2],True,5,10,100,0.02,3,gs,2,"[[0.14  0.642 0.088 0.057 0.073]
 [0.054 0.695 0.086 0.105 0.06 ]
 [0.165 0.629 0.068 0.054 0.084]
 [0.393 0.457 0.    0.028 0.122]
 [0.219 0.581 0.09  0.    0.11 ]
 [0.278 0.53  0.018 0.078 0.096]
 [0.237 0.591 0.03  0.066 0.076]
 [0.171 0.617 0.012 0.132 0.068]
 [0.049 0.724 0.063 0.127 0.037]
 [0.21  0.597 0.041 0.064 0.088]
 [0.224 0.595 0.087 0.    0.094]
 [0.269 0.566 0.067 0.    0.098]
 [0.274 0.528 0.019 0.074 0.105]
 [0.125 0.634 0.052 0.113 0.076]
 [0.192 0.614 0.034 0.101 0.059]]","[0.29086883 0.26849864 0.28891627 0.32870906 0.30396785 0.30699945
 0.31049417 0.2883791  0.27005765 0.28564227 0.31548248 0.3039954
 0.30602219 0.27539685 0.27526663]",0.2945797890236684,55.333333333333336,8.306666666666667,12.3
9.0,15,4,[3 9 1 2],True,5,10,100,0.02,3,gs,3,"[[0.18  0.614 0.065 0.098 0.043]
 [0.125 0.65  0.08  0.109 0.036]
 [0.197 0.6   0.07  0.084 0.049]
 [0.373 0.467 0.06  0.011 0.089]
 [0.244 0.559 0.062 0.064 0.071]
 [0.282 0.533 0.059 0.054 0.072]
 [0.182 0.6   0.076 0.081 0.061]
 [0.164 0.635 0.058 0.104 0.039]
 [0.076 0.697 0.072 0.14  0.015]
 [0.183 0.619 0.056 0.103 0.039]
 [0.231 0.584 0.053 0.082 0.05 ]
 [0.24  0.561 0.077 0.066 0.056]
 [0.233 0.568 0.073 0.074 0.052]
 [0.08  0.697 0.086 0.122 0.015]
 [0.21  0.616 0.053 0.084 0.037]]","[0.28854232 0.27006562 0.30068567 0.33957555 0.31004537 0.30908913
 0.29556635 0.29327794 0.27262783 0.27527402 0.31294177 0.29508547
 0.30771022 0.27606267 0.27768911]",0.29494926960669365,51.33333333333333,4.826666666666667,7.7
9.0,15,4,[3 9 1 2],True,5,10,100,0.02,3,gs,4,"[[0.197 0.587 0.084 0.132 0.   ]
 [0.191 0.616 0.07  0.123 0.   ]
 [0.211 0.58  0.069 0.14  0.   ]
 [0.184 0.63  0.071 0.115 0.   ]
 [0.197 0.603 0.06  0.14  0.   ]
 [0.191 0.598 0.064 0.147 0.   ]
 [0.187 0.617 0.057 0.139 0.   ]
 [0.184 0.603 0.081 0.132 0.   ]
 [0.205 0.595 0.061 0.139 0.   ]
 [0.204 0.594 0.074 0.128 0.   ]
 [0.204 0.605 0.072 0.119 0.   ]
 [0.209 0.575 0.071 0.145 0.   ]
 [0.204 0.607 0.061 0.128 0.   ]
 [0.205 0.604 0.048 0.143 0.   ]
 [0.227 0.586 0.057 0.13  0.   ]]","[0.28428527 0.27495035 0.28660012 0.29082182 0.29186432 0.2945825
 0.29182965 0.28229393 0.27652006 0.28227946 0.30108683 0.28814132
 0.29149568 0.27430956 0.27922229]",0.28601887737492243,0.0,0.0,0.0
9.0,15,4,[1 9 3 2],True,5,10,100,0.02,3,boston,4,"[[0.075 0.553 0.217 0.155 0.   ]
 [0.078 0.592 0.192 0.138 0.   ]
 [0.061 0.608 0.193 0.138 0.   ]
 [0.068 0.607 0.208 0.117 0.   ]
 [0.066 0.627 0.176 0.131 0.   ]
 [0.071 0.6   0.197 0.132 0.   ]
 [0.061 0.624 0.186 0.129 0.   ]
 [0.07  0.583 0.218 0.129 0.   ]
 [0.071 0.593 0.2   0.136 0.   ]
 [0.074 0.597 0.205 0.124 0.   ]
 [0.072 0.63  0.175 0.123 0.   ]
 [0.057 0.594 0.207 0.142 0.   ]
 [0.045 0.609 0.209 0.137 0.   ]
 [0.064 0.604 0.198 0.134 0.   ]
 [0.067 0.579 0.219 0.135 0.   ]]","[0.26515654 0.25760177 0.25341146 0.26367353 0.26160087 0.25867013
 0.25199868 0.26456332 0.26390144 0.24909601 0.25583943 0.25899013
 0.24930114 0.24019269 0.248839  ]",0.25618907606259617,0.0,0.0,0.0
9.0,15,4,[1 9 3 2],True,5,10,100,0.02,3,gs,1,"[[0.091 0.61  0.1   0.    0.199]
 [0.05  0.621 0.2   0.    0.129]
 [0.    0.706 0.2   0.    0.094]
 [0.054 0.528 0.3   0.    0.118]
 [0.1   0.707 0.1   0.    0.093]
 [0.    0.678 0.2   0.    0.122]
 [0.051 0.525 0.3   0.    0.124]
 [0.046 0.775 0.    0.    0.179]
 [0.    0.628 0.3   0.    0.072]
 [0.095 0.417 0.3   0.    0.188]
 [0.091 0.606 0.1   0.    0.203]
 [0.048 0.612 0.2   0.    0.14 ]
 [0.054 0.618 0.2   0.    0.128]
 [0.164 0.445 0.2   0.    0.191]
 [0.156 0.524 0.1   0.    0.22 ]]","[0.29802572 0.2685942  0.26185091 0.28308659 0.30506287 0.25391137
 0.27216998 0.27875684 0.27831164 0.25236552 0.26443907 0.27776263
 0.28178015 0.28631198 0.28794856]",0.2766918684775641,87.33333333333333,14.666666666666666,15.9
9.0,15,4,[1 9 3 2],True,5,10,100,0.02,3,gs,2,"[[0.127 0.657 0.085 0.024 0.107]
 [0.073 0.582 0.236 0.046 0.063]
 [0.052 0.533 0.284 0.067 0.064]
 [0.072 0.521 0.264 0.041 0.102]
 [0.11  0.605 0.143 0.071 0.071]
 [0.083 0.566 0.137 0.134 0.08 ]
 [0.043 0.656 0.19  0.027 0.084]
 [0.069 0.628 0.166 0.068 0.069]
 [0.058 0.558 0.254 0.082 0.048]
 [0.025 0.601 0.189 0.12  0.065]
 [0.03  0.655 0.213 0.029 0.073]
 [0.061 0.57  0.241 0.037 0.091]
 [0.063 0.659 0.158 0.064 0.056]
 [0.055 0.626 0.187 0.078 0.054]
 [0.079 0.583 0.171 0.079 0.088]]","[0.3102268  0.26154173 0.26008104 0.26666516 0.27940671 0.26509493
 0.2597098  0.28412511 0.2777089  0.23580805 0.24524038 0.26622429
 0.26395936 0.24762468 0.24774105]",0.2647438661315606,76.66666666666667,7.4333333333333345,15.1
9.0,15,4,[1 9 3 2],True,5,10,100,0.02,3,gs,3,"[[0.127 0.595 0.156 0.048 0.074]
 [0.057 0.592 0.208 0.115 0.028]
 [0.045 0.613 0.21  0.116 0.016]
 [0.099 0.604 0.182 0.072 0.043]
 [0.103 0.589 0.168 0.083 0.057]
 [0.074 0.594 0.207 0.096 0.029]
 [0.054 0.605 0.205 0.118 0.018]
 [0.11  0.591 0.167 0.072 0.06 ]
 [0.06  0.578 0.212 0.107 0.043]
 [0.04  0.615 0.22  0.106 0.019]
 [0.055 0.599 0.217 0.1   0.029]
 [0.03  0.624 0.216 0.111 0.019]
 [0.059 0.581 0.206 0.122 0.032]
 [0.043 0.605 0.213 0.12  0.019]
 [0.044 0.615 0.213 0.102 0.026]]","[0.28685887 0.25022655 0.25223913 0.27019852 0.25910468 0.26112021
 0.24772497 0.26450419 0.26315959 0.23636444 0.24148063 0.25718147
 0.24442147 0.23087001 0.24407049]",0.2539683482368096,66.66666666666666,3.413333333333333,10.0
9.0,15,4,[1 9 3 2],True,5,10,100,0.02,3,gs,4,"[[0.069 0.618 0.176 0.137 0.   ]
 [0.066 0.588 0.195 0.151 0.   ]
 [0.051 0.621 0.216 0.112 0.   ]
 [0.058 0.606 0.205 0.131 0.   ]
 [0.074 0.583 0.186 0.157 0.   ]
 [0.067 0.618 0.2   0.115 0.   ]
 [0.065 0.587 0.211 0.137 0.   ]
 [0.065 0.567 0.218 0.15  0.   ]
 [0.07  0.587 0.21  0.133 0.   ]
 [0.071 0.602 0.193 0.134 0.   ]
 [0.059 0.602 0.204 0.135 0.   ]
 [0.069 0.63  0.195 0.106 0.   ]
 [0.075 0.604 0.175 0.146 0.   ]
 [0.072 0.592 0.214 0.122 0.   ]
 [0.069 0.595 0.202 0.134 0.   ]]","[0.27874016 0.25391756 0.25577003 0.26086725 0.25493471 0.26078917
 0.24991994 0.26093976 0.26500327 0.24733121 0.25038541 0.26796498
 0.25826704 0.24322839 0.25150897]",0.25730452206260507,0.0,0.0,0.0
9.0,15,4,[ 2  1  1 11],True,5,10,100,0.02,3,boston,4,"[[0.13  0.077 0.064 0.729 0.   ]
 [0.146 0.06  0.074 0.72  0.   ]
 [0.124 0.066 0.054 0.756 0.   ]
 [0.122 0.061 0.061 0.756 0.   ]
 [0.127 0.071 0.07  0.732 0.   ]
 [0.127 0.061 0.071 0.741 0.   ]
 [0.119 0.066 0.072 0.743 0.   ]
 [0.144 0.066 0.075 0.715 0.   ]
 [0.124 0.062 0.068 0.746 0.   ]
 [0.141 0.07  0.065 0.724 0.   ]
 [0.15  0.067 0.066 0.717 0.   ]
 [0.146 0.07  0.065 0.719 0.   ]
 [0.142 0.07  0.068 0.72  0.   ]
 [0.144 0.067 0.06  0.729 0.   ]
 [0.114 0.066 0.067 0.753 0.   ]]","[0.15070046 0.15588658 0.1468057  0.16022275 0.16242794 0.16614646
 0.16908183 0.16898023 0.15425497 0.15764894 0.15633076 0.17847217
 0.15826727 0.14548117 0.14881067]",0.15863452780269402,0.0,0.0,0.0
9.0,15,4,[ 2  1  1 11],True,5,10,100,0.02,3,gs,1,"[[0.155 0.033 0.    0.1   0.712]
 [0.11  0.092 0.1   0.1   0.598]
 [0.119 0.    0.25  0.1   0.531]
 [0.128 0.    0.2   0.2   0.472]
 [0.157 0.11  0.    0.    0.733]
 [0.09  0.063 0.    0.3   0.547]
 [0.148 0.099 0.    0.1   0.653]
 [0.166 0.039 0.    0.1   0.695]
 [0.149 0.064 0.05  0.    0.737]
 [0.197 0.    0.    0.    0.803]
 [0.121 0.032 0.148 0.    0.699]
 [0.114 0.077 0.252 0.    0.557]
 [0.076 0.153 0.    0.1   0.671]
 [0.155 0.103 0.    0.    0.742]
 [0.115 0.135 0.    0.1   0.65 ]]","[0.10327157 0.13096389 0.14507607 0.14879007 0.11048159 0.12339987
 0.12109154 0.11529146 0.11237297 0.08379207 0.10703288 0.14187266
 0.10693936 0.10708248 0.12548155]",0.11886266864166317,35.333333333333336,65.33333333333333,8.9
9.0,15,4,[ 2  1  1 11],True,5,10,100,0.02,3,gs,2,"[[0.15  0.059 0.087 0.25  0.454]
 [0.112 0.072 0.114 0.264 0.438]
 [0.151 0.06  0.092 0.159 0.538]
 [0.106 0.068 0.116 0.25  0.46 ]
 [0.178 0.075 0.024 0.347 0.376]
 [0.079 0.069 0.045 0.43  0.377]
 [0.136 0.088 0.022 0.344 0.41 ]
 [0.13  0.079 0.062 0.35  0.379]
 [0.163 0.091 0.016 0.261 0.469]
 [0.134 0.047 0.085 0.405 0.329]
 [0.144 0.073 0.073 0.269 0.441]
 [0.116 0.036 0.036 0.609 0.203]
 [0.108 0.057 0.117 0.243 0.475]
 [0.168 0.064 0.047 0.239 0.482]
 [0.125 0.062 0.064 0.336 0.413]]","[0.1536347  0.14528621 0.13639515 0.14840653 0.16562876 0.13982084
 0.15934229 0.17224362 0.13543925 0.15337526 0.13849968 0.16288222
 0.12137873 0.14439353 0.146067  ]",0.14818625147440762,51.33333333333333,41.62666666666666,13.3
9.0,15,4,[ 2  1  1 11],True,5,10,100,0.02,3,gs,3,"[[0.126 0.099 0.067 0.538 0.17 ]
 [0.126 0.061 0.071 0.634 0.108]
 [0.144 0.078 0.077 0.539 0.162]
 [0.108 0.087 0.052 0.693 0.06 ]
 [0.132 0.053 0.068 0.633 0.114]
 [0.103 0.059 0.084 0.662 0.092]
 [0.128 0.072 0.054 0.569 0.177]
 [0.144 0.066 0.054 0.625 0.111]
 [0.157 0.064 0.038 0.684 0.057]
 [0.149 0.066 0.087 0.486 0.212]
 [0.157 0.046 0.07  0.56  0.167]
 [0.106 0.05  0.054 0.743 0.047]
 [0.152 0.04  0.06  0.635 0.113]
 [0.138 0.076 0.077 0.487 0.222]
 [0.13  0.083 0.087 0.473 0.227]]","[0.16430738 0.1552916  0.16639052 0.16969208 0.17445705 0.17102477
 0.18326522 0.18636563 0.17292959 0.16981229 0.1612576  0.17810558
 0.1623912  0.15331269 0.16951172]",0.16920765996551287,75.33333333333334,13.59333333333333,11.3
9.0,15,4,[ 2  1  1 11],True,5,10,100,0.02,3,gs,4,"[[0.14  0.072 0.066 0.722 0.   ]
 [0.127 0.07  0.073 0.73  0.   ]
 [0.122 0.06  0.069 0.749 0.   ]
 [0.123 0.066 0.066 0.745 0.   ]
 [0.137 0.072 0.071 0.72  0.   ]
 [0.124 0.066 0.052 0.758 0.   ]
 [0.129 0.073 0.07  0.728 0.   ]
 [0.129 0.076 0.06  0.735 0.   ]
 [0.114 0.071 0.075 0.74  0.   ]
 [0.137 0.068 0.064 0.731 0.   ]
 [0.149 0.057 0.063 0.731 0.   ]
 [0.146 0.049 0.076 0.729 0.   ]
 [0.143 0.068 0.053 0.736 0.   ]
 [0.142 0.063 0.064 0.731 0.   ]
 [0.138 0.069 0.078 0.715 0.   ]]","[0.15354378 0.14713352 0.14728569 0.15891316 0.16863858 0.16475067
 0.17119669 0.16281877 0.15290152 0.1542159  0.15471939 0.17567591
 0.16114451 0.14548552 0.15857064]",0.15846628329693352,0.0,0.0,0.0
9.0,15,4,[2 5 2 6],True,5,10,100,0.02,3,boston,4,"[[0.135 0.328 0.113 0.424 0.   ]
 [0.129 0.355 0.136 0.38  0.   ]
 [0.149 0.321 0.131 0.399 0.   ]
 [0.14  0.325 0.128 0.407 0.   ]
 [0.139 0.32  0.141 0.4   0.   ]
 [0.128 0.333 0.142 0.397 0.   ]
 [0.139 0.339 0.134 0.388 0.   ]
 [0.137 0.327 0.14  0.396 0.   ]
 [0.117 0.328 0.125 0.43  0.   ]
 [0.116 0.339 0.128 0.417 0.   ]
 [0.127 0.353 0.137 0.383 0.   ]
 [0.134 0.309 0.145 0.412 0.   ]
 [0.143 0.33  0.135 0.392 0.   ]
 [0.145 0.338 0.133 0.384 0.   ]
 [0.122 0.355 0.132 0.391 0.   ]]","[0.21209554 0.21789497 0.22494735 0.2193386  0.21742502 0.21473503
 0.21023987 0.2154974  0.21686729 0.22859427 0.2237132  0.21054294
 0.21595928 0.21802462 0.20951021]",0.21702570626432405,0.0,0.0,0.0
9.0,15,4,[2 5 2 6],True,5,10,100,0.02,3,gs,1,"[[0.128 0.433 0.    0.    0.439]
 [0.178 0.311 0.1   0.    0.411]
 [0.092 0.437 0.1   0.    0.371]
 [0.071 0.186 0.5   0.    0.243]
 [0.135 0.321 0.2   0.    0.344]
 [0.136 0.309 0.1   0.1   0.355]
 [0.183 0.239 0.1   0.1   0.378]
 [0.178 0.238 0.2   0.    0.384]
 [0.042 0.508 0.1   0.    0.35 ]
 [0.135 0.288 0.2   0.    0.377]
 [0.171 0.278 0.1   0.    0.451]
 [0.096 0.427 0.1   0.    0.377]
 [0.168 0.249 0.2   0.    0.383]
 [0.11  0.422 0.    0.    0.468]
 [0.177 0.354 0.    0.    0.469]]","[0.2024397  0.22275395 0.21329248 0.21750876 0.21575699 0.22126827
 0.21787408 0.22692137 0.21645614 0.19723835 0.19465156 0.22482578
 0.21345148 0.1896269  0.20834301]",0.2121605867109671,69.33333333333334,38.666666666666664,12.8
9.0,15,4,[2 5 2 6],True,5,10,100,0.02,3,gs,2,"[[0.207 0.375 0.    0.255 0.163]
 [0.141 0.314 0.122 0.306 0.117]
 [0.098 0.337 0.099 0.338 0.128]
 [0.036 0.208 0.37  0.279 0.107]
 [0.116 0.365 0.189 0.103 0.227]
 [0.063 0.284 0.216 0.319 0.118]
 [0.169 0.288 0.096 0.293 0.154]
 [0.125 0.383 0.133 0.127 0.232]
 [0.104 0.388 0.06  0.305 0.143]
 [0.08  0.307 0.118 0.416 0.079]
 [0.214 0.352 0.104 0.115 0.215]
 [0.205 0.372 0.088 0.103 0.232]
 [0.09  0.354 0.147 0.225 0.184]
 [0.14  0.332 0.156 0.181 0.191]
 [0.212 0.341 0.102 0.115 0.23 ]]","[0.25130826 0.23000679 0.21982046 0.21689367 0.23561733 0.22005093
 0.23334221 0.23911655 0.23209287 0.22768062 0.25869816 0.25675947
 0.21906192 0.2429755  0.23895756]",0.23482548521589264,60.66666666666667,16.8,15.3
9.0,15,4,[2 5 2 6],True,5,10,100,0.02,3,gs,3,"[[0.126 0.351 0.142 0.295 0.086]
 [0.087 0.312 0.155 0.372 0.074]
 [0.089 0.334 0.13  0.332 0.115]
 [0.115 0.351 0.122 0.312 0.1  ]
 [0.133 0.323 0.13  0.342 0.072]
 [0.088 0.299 0.149 0.419 0.045]
 [0.076 0.311 0.162 0.403 0.048]
 [0.15  0.336 0.122 0.253 0.139]
 [0.104 0.335 0.137 0.313 0.111]
 [0.035 0.322 0.157 0.461 0.025]
 [0.155 0.347 0.119 0.241 0.138]
 [0.209 0.341 0.12  0.176 0.154]
 [0.179 0.332 0.144 0.198 0.147]
 [0.216 0.365 0.116 0.148 0.155]
 [0.238 0.341 0.095 0.151 0.175]]","[0.23330199 0.20603951 0.21767542 0.23048601 0.22899337 0.21989134
 0.21253283 0.22041738 0.21847127 0.21496633 0.23626567 0.24570393
 0.23765571 0.25739196 0.24478238]",0.22830500749598678,57.99999999999999,10.56,8.7
9.0,15,4,[2 5 2 6],True,5,10,100,0.02,3,gs,4,"[[0.123 0.357 0.12  0.4   0.   ]
 [0.124 0.325 0.147 0.404 0.   ]
 [0.139 0.349 0.137 0.375 0.   ]
 [0.125 0.342 0.123 0.41  0.   ]
 [0.14  0.314 0.127 0.419 0.   ]
 [0.128 0.334 0.14  0.398 0.   ]
 [0.12  0.335 0.135 0.41  0.   ]
 [0.146 0.329 0.134 0.391 0.   ]
 [0.134 0.318 0.119 0.429 0.   ]
 [0.128 0.325 0.131 0.416 0.   ]
 [0.137 0.337 0.129 0.397 0.   ]
 [0.13  0.324 0.128 0.418 0.   ]
 [0.14  0.34  0.142 0.378 0.   ]
 [0.159 0.344 0.135 0.362 0.   ]
 [0.127 0.327 0.153 0.393 0.   ]]","[0.21559267 0.21522943 0.22646085 0.21728405 0.21003414 0.21954261
 0.2040131  0.21986572 0.21783617 0.22707559 0.22298483 0.21357565
 0.21990542 0.2237186  0.20755669]",0.217378368490932,0.0,0.0,0.0
10.0,30,5,[ 2 10  2  1 15],True,5,10,100,0.02,4,boston,5,"[[0.065 0.348 0.061 0.031 0.495 0.   ]
 [0.083 0.351 0.061 0.034 0.471 0.   ]
 [0.064 0.3   0.074 0.031 0.531 0.   ]
 [0.075 0.334 0.062 0.041 0.488 0.   ]
 [0.056 0.337 0.083 0.043 0.481 0.   ]
 [0.046 0.356 0.076 0.032 0.49  0.   ]
 [0.049 0.329 0.059 0.034 0.529 0.   ]
 [0.062 0.34  0.071 0.038 0.489 0.   ]
 [0.078 0.341 0.053 0.031 0.497 0.   ]
 [0.073 0.319 0.074 0.03  0.504 0.   ]
 [0.069 0.349 0.064 0.038 0.48  0.   ]
 [0.063 0.349 0.064 0.036 0.488 0.   ]
 [0.067 0.34  0.057 0.031 0.505 0.   ]
 [0.057 0.315 0.083 0.024 0.521 0.   ]
 [0.065 0.344 0.073 0.036 0.482 0.   ]
 [0.069 0.342 0.068 0.034 0.487 0.   ]
 [0.072 0.308 0.072 0.036 0.512 0.   ]
 [0.064 0.313 0.063 0.03  0.53  0.   ]
 [0.071 0.329 0.065 0.036 0.499 0.   ]
 [0.062 0.333 0.073 0.031 0.501 0.   ]
 [0.073 0.328 0.064 0.024 0.511 0.   ]
 [0.084 0.343 0.065 0.03  0.478 0.   ]
 [0.065 0.343 0.074 0.038 0.48  0.   ]
 [0.07  0.315 0.073 0.029 0.513 0.   ]
 [0.067 0.367 0.069 0.024 0.473 0.   ]
 [0.062 0.315 0.065 0.042 0.516 0.   ]
 [0.081 0.34  0.064 0.028 0.487 0.   ]
 [0.057 0.334 0.063 0.037 0.509 0.   ]
 [0.07  0.321 0.054 0.04  0.515 0.   ]
 [0.061 0.317 0.053 0.031 0.538 0.   ]]","[0.16579797 0.17097858 0.14623454 0.16539128 0.16799075 0.15212914
 0.14642329 0.15424521 0.16773248 0.16020557 0.17119415 0.16525111
 0.16486897 0.15187587 0.15739146 0.16533697 0.15882814 0.16692925
 0.16194776 0.15962618 0.16147032 0.17194437 0.16926262 0.15370237
 0.16521978 0.15010003 0.15907319 0.15851144 0.15627733 0.15245928]",0.16061331330506295,0.0,0.0,0.0
10.0,30,5,[ 2 10  2  1 15],True,5,10,100,0.02,4,gs,1,"[[0.1   0.323 0.    0.1   0.    0.477]
 [0.065 0.346 0.068 0.    0.    0.521]
 [0.069 0.403 0.    0.    0.    0.528]
 [0.079 0.334 0.068 0.    0.    0.519]
 [0.095 0.362 0.    0.    0.    0.543]
 [0.122 0.239 0.067 0.    0.    0.572]
 [0.045 0.346 0.067 0.1   0.    0.442]
 [0.086 0.315 0.061 0.    0.    0.538]
 [0.031 0.298 0.192 0.    0.    0.479]
 [0.028 0.41  0.066 0.    0.    0.496]
 [0.031 0.375 0.    0.2   0.    0.394]
 [0.056 0.361 0.067 0.    0.    0.516]
 [0.085 0.29  0.07  0.    0.    0.555]
 [0.108 0.268 0.142 0.    0.    0.482]
 [0.062 0.384 0.    0.    0.    0.554]
 [0.064 0.286 0.065 0.1   0.    0.485]
 [0.075 0.306 0.138 0.    0.    0.481]
 [0.038 0.419 0.07  0.    0.    0.473]
 [0.098 0.31  0.059 0.    0.    0.533]
 [0.032 0.348 0.068 0.1   0.    0.452]
 [0.032 0.407 0.072 0.    0.    0.489]
 [0.    0.383 0.133 0.    0.    0.484]
 [0.    0.399 0.067 0.1   0.    0.434]
 [0.099 0.318 0.072 0.    0.    0.511]
 [0.069 0.301 0.    0.2   0.    0.43 ]
 [0.099 0.328 0.    0.    0.    0.573]
 [0.168 0.247 0.    0.    0.    0.585]
 [0.031 0.352 0.067 0.1   0.    0.45 ]
 [0.064 0.239 0.204 0.    0.    0.493]
 [0.069 0.303 0.117 0.    0.    0.511]]","[0.15226717 0.15048852 0.13252465 0.14383603 0.14123057 0.14672168
 0.15767937 0.14657487 0.13675062 0.14675135 0.15812163 0.14814138
 0.13551163 0.16271334 0.15532242 0.13656842 0.15270393 0.14549999
 0.13940561 0.15236425 0.15872127 0.15054029 0.1421553  0.1496117
 0.1506129  0.13836372 0.15601239 0.13569327 0.14027554 0.14543124]",0.14695316881895076,79.66666666666666,50.0,28.9
