experiment_number,num_students,num_schools,capacities_generated,num_capacities,num_repeats_profiles,num_repeat_sampler,epsilon,manipulators_ratio,default_fair_num_student,num_manipulations,algorithm,k,possible_percentage_manipulators,average_runtime,average_utility,average_utility_fair_students,average_utility_manipulator_students,average_actual_percentage_manipulators,average_number_manipulations,average_percentage_unassigned_students,average_percentage_unassigned_fair_students,average_percentage_unassigned_manipulator_students
24.0,100,5,True,5,5,50,0.01,0.75,25,5,gs,2,75.0,4.589723806381226,0.2133415874404455,0.1778836720409792,0.225160892573601,72.28,115.52,11.7784,42.0416,1.6906666666666663
24.0,100,5,True,5,5,50,0.01,0.75,25,5,gs,3,75.0,5.17605878829956,0.2127813202656428,0.2036973354399414,0.2158093152075433,49.88,68.92,8.772,18.272,5.605333333333333
24.0,100,5,True,5,5,50,0.01,0.75,25,5,gs,4,75.0,5.68266303062439,0.2150801633473454,0.2159205231529495,0.2148000434121441,14.4,16.0,3.3056,4.067200000000001,3.0517333333333334
24.0,100,5,True,5,5,50,0.01,0.75,25,5,gs,5,75.0,5.756535682678223,0.2163441118635441,0.2163603176251522,0.216338709943008,0.0,0.0,0.0,0.0,0.0
24.0,100,5,True,5,5,50,0.01,0.75,25,5,boston,5,75.0,3.925397500991821,0.2164501712993387,0.2173365448918688,0.2161547134351621,0.0,0.0,0.0,0.0,0.0
25.0,100,5,True,5,5,50,0.01,1.0,0,2,gs,1,100.0,4.146576547622681,0.2000919846951339,0.0,0.2000919846951339,74.52,117.4,24.48,0.0,24.48
25.0,100,5,True,5,5,50,0.01,1.0,0,2,gs,2,100.0,4.516991081237793,0.2247458621060839,0.0,0.2247458621060839,90.08,130.16,6.8464,0.0,6.8464
25.0,100,5,True,5,5,50,0.01,1.0,0,2,gs,3,100.0,5.151508560180664,0.215985665581982,0.0,0.215985665581982,55.96,73.56,7.0992,0.0,7.0992
25.0,100,5,True,5,5,50,0.01,1.0,0,2,gs,4,100.0,5.771841259002685,0.2152744289102899,0.0,0.2152744289102899,15.28,16.64,3.236,0.0,3.236
25.0,100,5,True,5,5,50,0.01,1.0,0,2,gs,5,100.0,5.865895185470581,0.2162003657027773,0.0,0.2162003657027773,0.0,0.0,0.0,0.0,0.0
25.0,100,5,True,5,5,50,0.01,1.0,0,2,boston,5,100.0,3.968515748977661,0.2164501712993387,0.0,0.2164501712993387,0.0,0.0,0.0,0.0,0.0
26.0,100,5,True,5,5,50,0.01,1.0,0,4,gs,1,100.0,5.380527324676514,0.2308306339470208,0.0,0.2308306339470208,79.04,152.08,8.68,0.0,8.68
26.0,100,5,True,5,5,50,0.01,1.0,0,4,gs,2,100.0,5.987437343597412,0.2246924164553332,0.0,0.2246924164553332,90.48,149.88,7.0360000000000005,0.0,7.0360000000000005
26.0,100,5,True,5,5,50,0.01,1.0,0,4,gs,3,100.0,6.754407730102539,0.2161784571338833,0.0,0.2161784571338833,55.56,75.52,7.3264,0.0,7.3264
26.0,100,5,True,5,5,50,0.01,1.0,0,4,gs,4,100.0,7.4322234153747555,0.2149908745998296,0.0,0.2149908745998296,15.16,16.84,3.2936,0.0,3.2936
26.0,100,5,True,5,5,50,0.01,1.0,0,4,gs,5,100.0,7.533309106826782,0.2161676678486628,0.0,0.2161676678486628,0.0,0.0,0.0,0.0,0.0
26.0,100,5,True,5,5,50,0.01,1.0,0,4,boston,5,100.0,5.042350807189941,0.2164501712993387,0.0,0.2164501712993387,0.0,0.0,0.0,0.0,0.0
27.0,100,5,True,5,5,50,0.01,1.0,0,5,gs,1,100.0,4.227265892028808,0.2294431167308417,0.0,0.2294431167308417,78.8,150.2,9.32,0.0,9.32
27.0,100,5,True,5,5,50,0.01,1.0,0,5,gs,2,100.0,4.683503789901733,0.2248987473511593,0.0,0.2248987473511593,90.64,149.52,6.9064,0.0,6.9064
27.0,100,5,True,5,5,50,0.01,1.0,0,5,gs,3,100.0,5.259176874160767,0.2162620852415088,0.0,0.2162620852415088,55.36,75.88,7.4096,0.0,7.4096
27.0,100,5,True,5,5,50,0.01,1.0,0,5,gs,4,100.0,5.772138872146607,0.2151016409233432,0.0,0.2151016409233432,15.24,16.64,3.3024,0.0,3.3024
27.0,100,5,True,5,5,50,0.01,1.0,0,5,gs,5,100.0,5.847877559661865,0.2163187275207626,0.0,0.2163187275207626,0.0,0.0,0.0,0.0,0.0
27.0,100,5,True,5,5,50,0.01,1.0,0,5,boston,5,100.0,3.944093570709229,0.2164501712993387,0.0,0.2164501712993387,0.0,0.0,0.0,0.0,0.0
28.0,100,10,True,5,5,50,0.002,0.5,50,5,gs,1,50.0,24.44236029624939,0.0724619824269907,0.0260107083771388,0.1189132564768426,44.32,113.52,51.52,86.008,17.031999999999996
28.0,100,10,True,5,5,50,0.002,0.5,50,5,gs,2,50.0,24.75136661529541,0.0782111286371936,0.0459718361494071,0.1104504211249801,50.0,153.44,44.2304,73.50399999999999,14.9568
28.0,100,10,True,5,5,50,0.002,0.5,50,5,gs,3,50.0,25.338068704605103,0.0846890328260954,0.0690219725244139,0.1003560931277768,43.88,157.64,36.02,57.275200000000005,14.7648
28.0,100,10,True,5,5,50,0.002,0.5,50,5,gs,4,50.0,26.3290189743042,0.0875195732434369,0.074862957561166,0.1001761889257078,47.0,139.92,31.9448,51.9968,11.8928
28.0,100,10,True,5,5,50,0.002,0.5,50,5,gs,5,50.0,27.82576377868652,0.0906480093736278,0.0825631696722575,0.0987328490749981,49.48,133.84,26.044,43.80480000000001,8.2832
28.0,100,10,True,5,5,50,0.002,0.5,50,5,gs,6,50.0,29.54365256309509,0.0910633511360371,0.0836512604151156,0.0984754418569586,49.2,96.52,24.4776,40.768,8.1872
28.0,100,10,True,5,5,50,0.002,0.5,50,5,gs,7,50.0,31.683688831329345,0.0944630969776564,0.0917746918357707,0.097151502119542,33.28,67.76,17.9928,26.262400000000003,9.7232
28.0,100,10,True,5,5,50,0.002,0.5,50,5,gs,8,50.0,34.066926918029786,0.0965133035987233,0.0938780085482305,0.0991485986492162,35.88,55.68,11.208799999999998,20.6672,1.7504000000000002
28.0,100,10,True,5,5,50,0.002,0.5,50,5,gs,9,50.0,36.16609028816223,0.0982412640055679,0.0977162617373392,0.0987662662737965,21.44,23.72,5.1536,7.7536,2.5536000000000003
28.0,100,10,True,5,5,50,0.002,0.5,50,5,gs,10,50.0,36.28605627059937,0.0989432373382368,0.0989460020279028,0.0989404726485709,0.0,0.0,0.0,0.0,0.0
28.0,100,10,True,5,5,50,0.002,0.5,50,5,boston,10,50.0,24.302532749176024,0.0990161657838396,0.0989788233733787,0.0990535081943006,0.0,0.0,0.0,0.0,0.0
29.0,100,10,True,5,5,50,0.002,0.5,50,8,gs,1,50.0,33.13456504821777,0.0723951670211664,0.0269008132774708,0.1178895207648621,46.28,141.48,48.6,85.472,11.728
29.0,100,10,True,5,5,50,0.002,0.5,50,8,gs,2,50.0,33.6909201335907,0.0794593116042529,0.0471338985130281,0.1117847246954778,50.0,185.2,41.552,72.8704,10.2336
29.0,100,10,True,5,5,50,0.002,0.5,50,8,gs,3,50.0,34.74171252250672,0.0848240765468067,0.069877195127999,0.0997709579656143,43.84,184.96,34.3936,56.7632,12.024
29.0,100,10,True,5,5,50,0.002,0.5,50,8,gs,4,50.0,36.24710433959961,0.0880277460606833,0.0755219302368626,0.1005335618845041,47.24,155.48,30.6576,51.7408,9.5744
29.0,100,10,True,5,5,50,0.002,0.5,50,8,gs,5,50.0,38.30060061454773,0.0907055270646689,0.0823515613054331,0.0990594928239047,49.52,141.64,25.688,44.0256,7.3504
29.0,100,10,True,5,5,50,0.002,0.5,50,8,gs,6,50.0,40.64992231369018,0.0909727953722466,0.0839641202509971,0.0979814704934962,49.6,98.76,24.4704,40.6448,8.296
