experiment_number,num_students,num_schools,capacities_generated,num_capacities,num_repeats_profiles,num_repeat_sampler,epsilon,manipulators_ratio,default_fair_num_student,num_manipulations_ratio,num_manipulations,algorithm,k,k_to_schools_ratio,possible_percentage_manipulators,average_runtime,average_utility,average_utility_fair_students,average_utility_manipulator_students,average_actual_percentage_manipulators,average_number_manipulations,average_percentage_unassigned_students,average_percentage_unassigned_fair_students,average_percentage_unassigned_manipulator_students
22.0,14,8,True,5,5,50,0.001,0.75,4,1.0,8.0,gs,2,0.25,71.42857142857143,1.166683692932129,0.12668187992727867,0.09683039567471552,0.13862247362830393,67.14285714285715,25.84,26.571428571428573,54.92,15.232000000000001
22.0,14,8,True,5,5,50,0.001,0.75,4,1.0,8.0,gs,3,0.375,71.42857142857143,1.2178644561767578,0.13113624459222537,0.1044564967412465,0.1418081437326169,64.57142857142857,26.0,20.56,47.46,9.8
22.0,14,8,True,5,5,50,0.001,0.75,4,1.0,8.0,gs,4,0.5,71.42857142857143,1.2984863090515137,0.13335847895348188,0.11391189647076501,0.1411371119465686,64.85714285714286,22.08,15.748571428571429,38.46,6.664000000000001
22.0,14,8,True,5,5,50,0.001,0.75,4,1.0,8.0,gs,5,0.625,71.42857142857143,1.4115506076812745,0.13436229105215403,0.12050057124178651,0.139906978976301,65.14285714285715,16.88,12.325714285714287,29.4,5.496
22.0,14,8,True,5,5,50,0.001,0.75,4,1.0,8.0,gs,6,0.75,71.42857142857143,1.5352572441101073,0.13599460076528103,0.13198532733550042,0.13759831013719326,46.57142857142857,9.28,8.005714285714287,14.0,5.608
22.0,14,8,True,5,5,50,0.001,0.75,4,1.0,8.0,gs,7,0.875,71.42857142857143,1.6515072059631348,0.13608356679210046,0.135064960712066,0.13649100922411422,28.857142857142858,4.08,4.12,5.18,3.696
22.0,14,8,True,5,5,50,0.001,0.75,4,1.0,8.0,gs,8,1.0,71.42857142857143,1.6712393951416016,0.13690679178693416,0.13657960249216225,0.13703766750484292,0.0,0.0,0.0,0.0,0.0
22.0,14,8,True,5,5,50,0.001,0.75,4,1.0,8.0,boston,8,1.0,71.42857142857143,1.1237826919555665,0.1369900924545791,0.13489794198495692,0.13782695264242797,0.0,0.0,0.0,0.0,0.0
23.0,14,8,True,5,5,50,0.001,1.0,0,0.75,6.0,gs,1,0.125,100.0,1.2892006301879884,0.11568682676332022,0.0,0.11568682676332022,66.28571428571428,18.16,38.0,0.0,38.0
23.0,14,8,True,5,5,50,0.001,1.0,0,0.75,6.0,gs,2,0.25,100.0,1.3187274837493896,0.12561464124059749,0.0,0.12561464124059749,80.85714285714286,25.92,28.662857142857142,0.0,28.662857142857142
23.0,14,8,True,5,5,50,0.001,1.0,0,0.75,6.0,gs,3,0.375,100.0,1.37321195602417,0.13088415809122134,0.0,0.13088415809122134,83.42857142857143,28.52,20.857142857142858,0.0,20.857142857142858
23.0,14,8,True,5,5,50,0.001,1.0,0,0.75,6.0,gs,4,0.5,100.0,1.4624597930908203,0.13377176420768747,0.0,0.13377176420768747,81.42857142857143,26.84,15.542857142857144,0.0,15.542857142857144
23.0,14,8,True,5,5,50,0.001,1.0,0,0.75,6.0,gs,5,0.625,100.0,1.58308518409729,0.1337118897002821,0.0,0.1337118897002821,72.0,20.52,11.731428571428573,0.0,11.731428571428573
23.0,14,8,True,5,5,50,0.001,1.0,0,0.75,6.0,gs,6,0.75,100.0,1.7294871234893798,0.13346381232864146,0.0,0.13346381232864146,67.14285714285715,14.24,8.017142857142858,0.0,8.017142857142858
23.0,14,8,True,5,5,50,0.001,1.0,0,0.75,6.0,gs,7,0.875,100.0,1.873932409286499,0.1336781757902584,0.0,0.1336781757902584,49.142857142857146,7.12,4.548571428571429,0.0,4.548571428571429
23.0,14,8,True,5,5,50,0.001,1.0,0,0.75,6.0,gs,8,1.0,100.0,1.8923971271514892,0.1338859040801809,0.0,0.1338859040801809,0.0,0.0,0.0,0.0,0.0
23.0,14,8,True,5,5,50,0.001,1.0,0,0.75,6.0,boston,8,1.0,100.0,1.2761191749572753,0.13389901874216562,0.0,0.13389901874216562,0.0,0.0,0.0,0.0,0.0
24.0,14,8,True,5,5,50,0.001,1.0,0,1.0,8.0,gs,1,0.125,100.0,1.1945547294616699,0.11106234056951758,0.0,0.11106234056951758,59.714285714285715,15.84,41.714285714285715,0.0,41.714285714285715
24.0,14,8,True,5,5,50,0.001,1.0,0,1.0,8.0,gs,2,0.25,100.0,1.223005437850952,0.12994059689692083,0.0,0.12994059689692083,80.85714285714285,26.72,27.06857142857143,0.0,27.06857142857143
24.0,14,8,True,5,5,50,0.001,1.0,0,1.0,8.0,gs,3,0.375,100.0,1.2746685218811036,0.13495511701722498,0.0,0.13495511701722498,82.0,28.04,19.10857142857143,0.0,19.10857142857143
24.0,14,8,True,5,5,50,0.001,1.0,0,1.0,8.0,gs,4,0.5,100.0,1.355515432357788,0.13606914756200067,0.0,0.13606914756200067,81.71428571428572,24.2,15.725714285714286,0.0,15.725714285714286
24.0,14,8,True,5,5,50,0.001,1.0,0,1.0,8.0,gs,5,0.625,100.0,1.4740804576873778,0.13621862589092074,0.0,0.13621862589092074,64.0,18.52,12.291428571428572,0.0,12.291428571428572
24.0,14,8,True,5,5,50,0.001,1.0,0,1.0,8.0,gs,6,0.75,100.0,1.6131984043121337,0.13672715036426727,0.0,0.13672715036426727,66.57142857142857,14.56,7.274285714285714,0.0,7.274285714285714
24.0,14,8,True,5,5,50,0.001,1.0,0,1.0,8.0,gs,7,0.875,100.0,1.7452980136871339,0.13658010699237724,0.0,0.13658010699237724,46.285714285714285,6.6,4.788571428571429,0.0,4.788571428571429
24.0,14,8,True,5,5,50,0.001,1.0,0,1.0,8.0,gs,8,1.0,100.0,1.762229061126709,0.1366261445539546,0.0,0.1366261445539546,0.0,0.0,0.0,0.0,0.0
24.0,14,8,True,5,5,50,0.001,1.0,0,1.0,8.0,boston,8,1.0,100.0,1.1838283824920655,0.13666961624521592,0.0,0.13666961624521592,0.0,0.0,0.0,0.0,0.0
